,username,description,location,following,followers,totaltweets,retweetcount,text,hashtags,date
53,thingholm77,🤫,Danmark,250,100,2824,1,"Det værste ved Coronadebatten er mistænkeliggørelsen, nedladenheden og fremmedgørelsen. Det er en helt ny form for ekskludering vi er vidne tid #dkpol #dkmedier https://t.co/kqFXrmDNQ5",[],2021-08-12 22:03:50
54,liberty_dane,"Pipper om politik og frihed.

Great minds discuss ideas. Average minds discuss events. Small minds discuss people.",,342,603,62396,0,"@AShenningsen Men vi (Danmark) kan ikke bremse ""klima-udfordringen”. 

Men det kan blive ekstremt dyrt (også ikke pekuniært) (70%-målet står til at koste os måske 800 milliarder kroner - uden det vil kunne måles på klimaet) at lave en masse tiltag for at føle “vi gør noget”. 

#dkpol #dkgreen","['dkpol', 'dkgreen']",2021-08-12 22:03:10
55,HenrikPlaschke,"Political economist, social scientist, citizen of the world, musical activist & concert organizer. Mail: plaschke@id.aau.dk","Aalborg, Denmark.",76,21,80,23,"Jeg synes nu billederne af @PernilleVermund var flotte. Ville også forsøge mig, men har ikke en rød kjole og var træt efter at have skovlet korn.  #såerderindhøstet #dkpol https://t.co/XiYm4CIEXw",[],2021-08-12 22:01:55
56,liberty_dane,"Pipper om politik og frihed.

Great minds discuss ideas. Average minds discuss events. Small minds discuss people.",,342,603,62396,0,"@PallePoulsen Det siger noget om hvor fucked up en diskurs de har skabt, at det næsten kun kan ende med, at kun kvinder kan være i Radikale Venstre. ;-)

#dkpol #dkmedier #selvmål #hysteri","['dkpol', 'dkmedier', 'selvmål', 'hysteri']",2021-08-12 22:00:49
57,MagnusBrndemose,,,40,3,8,12,"Dagens klimatal:

Der er nu gået mere end 3 døgn siden rapporten fra FN's klimapanel kom, og der har mig bekendt været NUL kommentarer fra @Statsmin 🤔

Er det larmende tavshed? Er hun på ferie? eller planlægger hun nyt stort klimaudspil?🙏😀

#dkpol #ClimateEmergency https://t.co/BAtnjpoVbt",[],2021-08-12 22:00:41
58,ReneNordinBloch,"Associate professor (Lektor) @kbhprof, exam. psykoterapeut, supervisor på Orange, Lægdommer, Frimurer, klimatosse, gift m. @blochiben, fhv. S-politiker m.m",,2624,1265,7501,27,"Hvis forslaget om #dagpenge-nedskæringer fra @venstredk bliver en realitet, vil unge jobsøgendes indkomst falde under EUs fattigdomsgrænse. Jeg har i dag talt med TV2 News om vigtigheden af at bevare dimittendsatsen.#dkpol #arbejde #generationstyveri https://t.co/QYJgCELFgO",['dagpenge'],2021-08-12 22:00:11
59,PallePoulsen,"Life is great. I don't hate you if we disagree. Founder, https://t.co/BcGsP3EtmL and author of the first Danish legal thriller, Kastaniens DNA, #1 at Mofibo/Danish Storytel.","Frederiksberg, Denmark",54,151,8249,0,"Alle metoo-sager vil ramme Radikale Venstre mere massivt. That’s life. 
#dkpol https://t.co/r37Jjyg69J",['dkpol'],2021-08-12 21:59:15
60,liberty_dane,"Pipper om politik og frihed.

Great minds discuss ideas. Average minds discuss events. Small minds discuss people.",,342,603,62396,0,"@HanziVon @Plidderpludder1 @tv2newsdk Du er forblændet af had.

Præsidenten blev frikendt. 

Men korruptionen i Ukraine er STADIG interessant at få afdækket. Men den er du komplet ligeglad med - fordi du er forblændet af had.

Præcis som venstrefløjsmedierne som ikke gad undersøg Wuhan-lab-skandalen

#dkpol #dkmedier","['dkpol', 'dkmedier']",2021-08-12 21:58:16
61,dkpol_net,"https://t.co/RXPQSSsMaN er et website, der minut for minut trækker de mest interessante tweets ud af #dkpol og præsenterer dem på en læsbar måde. Tjek det ud!",Danmark,73,2889,23043,0,Lige nu er @AlexanderGrandt populær på #dkpol https://t.co/YAivKUrhPt,['dkpol'],2021-08-12 21:58:08
62,journalistpip,De populære tweets fra den danske medie- og kommunikationsbranche. Skabt af @ernstpoulsen og @fiwa.,Danmark,2,2828,127421,16,"Det er en meget dårlig idé at svække dagpengesystemets solidaritet. Mange ledige dimittender ser ikke dagpengesystemet igen, men står i a-kassen og bidrager til flexicurity og sikkerhed for andre med større ledighedsrisiko. Vi skal ikke sende de stærke ud af A-kassen. #dkpol",[],2021-08-12 21:58:01
63,MikkelH54488484,"Islamkritiker og samfundsinteresseret
Find mig også på parler.
https://t.co/miTGo11sUB…",Danmark,293,290,17747,1,"https://t.co/p9wtXgzhKh
#dkpol RV er gået forrest i kamp mod krænkende adfærd.En retsordfører der siger ét, men gør noget andet.Det viser hvor syg kulturen er blevet. Retorik &amp; hadefulde angreb har det heller ikke godt.Hvor meget har adfærd påvirket deres vælgere i samme retning?",['dkpol'],2021-08-12 21:56:46
64,MargueritteEch,|⚜️Author & Freelance-writer⚜️|L&R~Egmont~Aller~Saxo Publish~ Forfatterskabet | Member of Danish Author Union/Society |📚Historical & Political Researcher,⚜️🇩🇰Denmark~Copenhagen Area,2758,3251,32739,0,"#dkpol Det er ubeskrivelig hvor meget RV har ændret sig de sidste år.En gang stod der respekt af RV,selv om man ikke altid var enig.Den gang var det accepteret.Må guderne vide hvad der foregår med RV,hvor der hersker nedladende intolerance over andres meninger udad &amp; dobbeltunge. https://t.co/vaELB1n5Ee",['dkpol'],2021-08-12 21:56:32
65,karenordentoft,"PhD stud. kulturanalyse, ARTS, AU | ex- alt muligt kultur-... | fx filmfestivaldir./dok.- og kunstfilm | nok flest gen-pip | er mest ovre på fb",,345,155,897,16,"Det er en meget dårlig idé at svække dagpengesystemets solidaritet. Mange ledige dimittender ser ikke dagpengesystemet igen, men står i a-kassen og bidrager til flexicurity og sikkerhed for andre med større ledighedsrisiko. Vi skal ikke sende de stærke ud af A-kassen. #dkpol",[],2021-08-12 21:56:18
66,ThomasHeie,Fængselsbetjent - FREM'er - Fotograf - FDFer,"København, Danmark",111,269,21597,0,"Jeg synes de @radikale skulle se at få lidt kønslig ligestilling i folketingsgruppen. Der er kun fire mænd af 13 tilbageværende i gruppen.

Er partiet efterhånden blevet en lokalafdeling af KVINFO? #dkpol",['dkpol'],2021-08-12 21:56:09
