,username,description,location,following,followers,totaltweets,retweetcount,text,hashtags,date
0,CommonSenseASAP,"CivilDisobedience is a sacred duty when the state becomes BS. Ghandi
The future WILL be decentralized. Orwell
Former lawyer. Now investments only.",#eUSSR-vassalstate denmark,5055,9409,48724,10,"Over 55.000 indberetninger om bivirkninger.. Minus alle dem lægen ikke vil indberette 🤷🏽‍♂️

#dkpol #dkmedier #covid19dk https://t.co/iWLdKtKSc7","['dkpol', 'dkmedier', 'covid19dk']",2021-08-22 08:29:40
1,VibekeVind,"Twitter om sygdommen ME G93.3 (Myalgisk Encephalomyelitis) med udgangspunkt i science. 
Cand. Scient i Biokemi, Senior Scientist, 'velreguleret' ME-patient.",Profil-billede er fra Esbjerg Ugeavis Bagrundsbilledet er Jennifer Brea fra ME-dokumentarfilmen 'Unrest',63,228,5874,0,"@perssonl2 @PeterRigmover @MonikaaRubin @stinuslindgreen @FOAMmedic Det gør mig ondt for dig - det er virkelig hårdt med sygdom 😔
Derfor undrer det mig også lidt, at du et tidspunkt skrev knap så pænt om den unge pige, der stillede sig frem på TV med senfølger af Covid19 (a la ME).
De har brug for alles støtte, så der kan blive fundet en kur 🤞",[],2021-08-22 08:25:11
2,ArneNotkin,"Journalist, der tumlede ind i hospitalsvæsenet og blev forbavset.",,902,546,390,0,Om jeg fatter det? Hvordan kan 309 personer sætte grine-emojis under link til en reportage fra ⁦@politiken⁩ om tragiske forhold i Iran pga #covid19? Flere grin end omsorg? Hvad sker der Danmark? https://t.co/lAVsuJ2A0i,['covid19'],2021-08-22 08:21:14
3,JanHans01761502,Jeg er sgu min egen ;-),,0,17,680,0,"Se denne video der omhandler FDA som forbyder NAC solgt som et kosttilskud, efter over 50 år, Man skulle ikke tro at div. myndigheder er interesseret i, at folk får det bedre uden medicinske indgreb, hvad har de gang i? https://t.co/6Gus7VZu5d #COVID19dk",['COVID19dk'],2021-08-22 08:01:19
4,moelhoej,Danmarks bedste twitter profil i mange år #dkmedier #dkfinans #startup Twitter since 27. Jul 2009 #olrikcompany #dkpol #dkøko #Danmark #iværksætter #news,"Copenhagen, Denmark",3974,3604,47132,1,"@Heunicke jeg forventer du er på ferie siden vi stadig er på det stadie hvor vi lukker sogn grundet en stigende smitte?

Danmark er jo snart vaccineret så stop ærligt!
#dkpol #COVID19dk",[],2021-08-22 08:00:05
5,JanHans01761502,Jeg er sgu min egen ;-),,0,17,680,0,"Se denne video, der handler om NAC (N-Acetyl-Cysteine)
https://t.co/oYjKKRK7yu #COVID19dk",['COVID19dk'],2021-08-22 07:57:24
6,ge_anette,"❤FRIHED LIGHED FÆLLESSKAB❤
❤PROFOUND EQUALITY COMMUNITY
Sund&Samfundsfaglig aktiv
Healthy Social Science Active
Åben Lærings&Udviklingsorienteret.
Dog/Kayak","Vejle, Danmark",211,121,1926,25,"Det taler for sig selv.
#stopdet #dkpol #dkmedier #sundpol #Covid19dk #coronadk #COVID19 https://t.co/KccKk3Uj3h","['stopdet', 'dkpol', 'dkmedier', 'sundpol', 'Covid19dk', 'coronadk', 'COVID19']",2021-08-22 07:53:20
7,AndersFoqh,"Entrepreneur by nature 🌱 Founder, CEO and co-owner of Startup Central DK #iværksætterminister 💪🏾 My heart belongs to Liverpool FC #YNWA ⚽️",Danmark,9,32,476,1,"@Heunicke jeg forventer du er på ferie siden vi stadig er på det stadie hvor vi lukker sogn grundet en stigende smitte?

Danmark er jo snart vaccineret så stop ærligt!
#dkpol #COVID19dk","['dkpol', 'COVID19dk']",2021-08-22 07:46:02
8,boegebaronen,,,147,36,1036,8,"Hvad med denne overskrift, @DRNyheder?

#dkpol #Covid19dk https://t.co/p7xrYzM2ce","['dkpol', 'Covid19dk']",2021-08-22 07:35:38
9,ngklausen,"Social liberal demokrat, med svær allergi over for magtmisbrug.

Vi skal beskytte vores demokrati og frihed, det må ikke ofres for lidt midlertidige sikkerhed.",,54,30,1490,0,"@sihos @HolgerD88276957 @stinuslindgreen Heldigvis lever vi i et samfund, der ikke tvinger dig til at blive vaccinerede mod covid19.",[],2021-08-22 07:29:32
10,CBroendsholmA,Mother🦋 Artist 🦋 Academic,"København, Danmark",232,28,425,5,"Alabama (pop. 4,9 mill) har ~40 nyindlæggelser af børn med #COVID19 om dagen.

Børnelægerne i 🇺🇸 trygler myndighederne om at få nødgodkendt vaccinen til yngre børn.

Det går bedre i 🇩🇰. Men at påstå sygdommen er bedre for børn end vaccinen er åbenlyst forkert.
@BirkelundKlaus https://t.co/7VEpOeo97b https://t.co/YyGM0g8xyn",['COVID19'],2021-08-22 07:25:13
11,CommonSenseASAP,"CivilDisobedience is a sacred duty when the state becomes BS. Ghandi
The future WILL be decentralized. Orwell
Former lawyer. Now investments only.",#eUSSR-vassalstate denmark,5055,9409,48724,8,"Hvad med denne overskrift, @DRNyheder?

#dkpol #Covid19dk https://t.co/p7xrYzM2ce","['dkpol', 'Covid19dk']",2021-08-22 07:24:35
12,mrultiva,"læge, intensiv, landmand, madmand",,541,120,2956,0,"@RememberMorfar @VLindeloff @stinuslindgreen 1. Jeg skal jævnligt have en tetanusbooster
2. Mit liv er skam vendt tilbage til at være som det plejer fraset Covid19 patienterne som kommer.",[],2021-08-22 07:13:12
13,Besenbacher2012,"Chairman of @Carlsbergfondet & @CarlsbergGroup, but also tweets about other interests like #circulareconomy & #SDGs","Copenhagen, Danmark",2039,4935,4459,1,"""Det er noget nær en datarevolution"" @LoneSimonsen2 er meget begejstret for ny database, der gør det muligt at følge Covid-19-dødeligheden globalt i ’near-real-time’ #dkforsk #covid19dk 👉https://t.co/6R9CnqFigL 

@roskildeuni @PandemiXCtr https://t.co/KQt00TRhcT",[],2021-08-22 07:12:32
