,username,description,location,following,followers,totaltweets,retweetcount,text,hashtags,date
0,lykkefisker,Nysgerrig 🕵️‍♀️,Denmark,1030,671,8301,0,@IgumRasmussen Hvilken fejl har de så begået i Israel? #dkmedier #covid19dk,"['dkmedier', 'covid19dk']",2021-08-17 08:00:56
1,KlausKblog,"Klaus K, journalist & sangskriver i Danser med Drenge. Skriver om frihed, livsstil, forbud & tvang: https://t.co/yLL8XKHHDv",København,511,2464,33254,1,"@SSI_dk @SSTSundhed @SSTbrostrom @Heunicke @stinuslindgreen er der en fra officielt hold, der kan forklare betydningen af dette svar fra SSI?

#dkpol #dkmedier #COVID19dk https://t.co/aw6VLQVQum",[],2021-08-14 08:16:35
2,Leoninho,"The YEARBOOK XI.

https://t.co/CM6xcKmTWG",København,406,172,4395,1,"@SSI_dk @SSTSundhed @SSTbrostrom @Heunicke @stinuslindgreen er der en fra officielt hold, der kan forklare betydningen af dette svar fra SSI?

#dkpol #dkmedier #COVID19dk https://t.co/aw6VLQVQum","['dkpol', 'dkmedier', 'COVID19dk']",2021-08-14 08:11:03
3,bettinaskou,#dkpol,Danmark,1329,341,45047,5,"Frygt er et politisk redskab. Prof. Richard Werner fortæller på 2min om central bankernes planer. Spoiler alert: social credit
#dkpol #dkmedier #coronadk #covid19dk #dkbiz https://t.co/YUSUavLsGp",[],2021-08-14 07:48:50
4,DkpKiel,,"Kiel, Schleswig-Holstein",590,420,1641,5,"Arbejderen mener: Det sociale massemord finder sted hver dag. Aller hæsligst fremstår kapitalismens ansigt når vi hæver os op og kigger på fordelingen af elendigheden globalt.
https://t.co/vAUOG3DExD
#dkpol #dkmedier #Covid19dk #ulighed",[],2021-08-14 06:09:04
5,Smitty04491966,Bor i det salte blæsende udkants Danmark 🌊 Shaman af Gaia's nåde 💓 Mediterer 🧘‍♀️Veganer 🍇,,180,102,9628,5,"Arbejderen mener: Det sociale massemord finder sted hver dag. Aller hæsligst fremstår kapitalismens ansigt når vi hæver os op og kigger på fordelingen af elendigheden globalt.
https://t.co/vAUOG3DExD
#dkpol #dkmedier #Covid19dk #ulighed",[],2021-08-13 12:19:54
6,bjarkhamarmusic,Liberal socialist. Retwitter of good opinions i... I think😅 vaccinated!! #allnarcsarebastrads,"Aalborg, Danmark",531,171,13549,5,"Arbejderen mener: Det sociale massemord finder sted hver dag. Aller hæsligst fremstår kapitalismens ansigt når vi hæver os op og kigger på fordelingen af elendigheden globalt.
https://t.co/vAUOG3DExD
#dkpol #dkmedier #Covid19dk #ulighed",[],2021-08-13 11:20:54
7,kommunister,Kæmper for et socialistisk velfærdssamfund med lige rettigheder til alle og et aktivt deltagerdemokrati. Udgiver dagbladet @Arbejderen,"Ryesgade 3 F, 2200 København N",1047,587,1781,5,"Arbejderen mener: Det sociale massemord finder sted hver dag. Aller hæsligst fremstår kapitalismens ansigt når vi hæver os op og kigger på fordelingen af elendigheden globalt.
https://t.co/vAUOG3DExD
#dkpol #dkmedier #Covid19dk #ulighed",[],2021-08-13 11:16:48
8,anders1984,"Ansvarshavende redaktør på @arbejderen, landsledelsesmedlem hos @kommunister, gift og far til 3. Fang mig på as@arbejderen.dk","København, Hovedstaden",844,456,4559,5,"Arbejderen mener: Det sociale massemord finder sted hver dag. Aller hæsligst fremstår kapitalismens ansigt når vi hæver os op og kigger på fordelingen af elendigheden globalt.
https://t.co/vAUOG3DExD
#dkpol #dkmedier #Covid19dk #ulighed",[],2021-08-13 11:16:45
9,Arbejderen,"Det kæmpende Danmarks digitale dagblad.
Mest om #arbejde, #klima og #dkpol.
Henvendelser sker til redaktion@arbejderen.dk.",Copenhagen,1021,2829,4574,5,"Arbejderen mener: Det sociale massemord finder sted hver dag. Aller hæsligst fremstår kapitalismens ansigt når vi hæver os op og kigger på fordelingen af elendigheden globalt.
https://t.co/vAUOG3DExD
#dkpol #dkmedier #Covid19dk #ulighed","['dkpol', 'dkmedier', 'Covid19dk', 'ulighed']",2021-08-13 11:16:31
